Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
SW,34.408043,-119.68485,1.0,20080915.0,2008-09-15T16:45:00Z,17.4,NaN,NaN,188.0,4.896,NaN,4.896,1.698,NaN,1.698,0.606,6.923,0.217,0.758,2.317,0.541,200.0,0.0,NaN,NaN,50.0,1300.0,320.0,920.0,18000.0,39000.0,340.0,0.0,14600.0,0.0,NaN,NaN,NaN,74480.0
SW,34.408043,-119.68485,1.0,20080922.0,2008-09-22T16:30:00Z,17.8,NaN,NaN,188.0,1.863,NaN,1.863,0.362,NaN,0.362,0.343,4.015,0.0,0.507,1.347,0.507,200.0,0.0,NaN,NaN,50.0,100.0,0.0,600.0,400.0,10100.0,1900.0,300.0,6800.0,0.0,NaN,NaN,NaN,20200.0
SW,34.408043,-119.68485,1.0,20080929.0,2008-09-29T17:00:00Z,16.4,NaN,NaN,188.0,1.82,NaN,1.82,0.816,NaN,0.816,0.472,5.737,0.278,1.507,2.335,1.228,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,0.0,4400.0,9600.0,2800.0,400.0,0.0,NaN,NaN,NaN,17200.0
SW,34.408043,-119.68485,1.0,20081006.0,2008-10-06T16:20:00Z,18.1,NaN,NaN,188.0,8.041,NaN,8.041,2.603,NaN,2.603,0.627,4.356,0.233,0.608,6.714,0.375,200.0,0.0,NaN,NaN,50.0,900.0,4300.0,1200.0,300.0,172000.0,15300.0,13400.0,250.0,0.0,NaN,NaN,NaN,207650.0
SW,34.408043,-119.68485,1.0,20081021.0,2008-10-21T16:00:00Z,15.3,NaN,NaN,188.0,4.212,NaN,4.212,2.036,NaN,2.036,0.597,4.691,0.222,0.625,2.799,0.403,200.0,0.0,NaN,NaN,50.0,100.0,0.0,600.0,300.0,463000.0,22000.0,32000.0,400.0,0.0,NaN,NaN,NaN,518400.0
SW,34.408043,-119.68485,1.0,20081027.0,2008-10-27T15:15:00Z,16.7,NaN,NaN,188.0,3.309,NaN,3.309,1.243,NaN,1.243,0.426,3.793,0.559,0.917,3.711,0.358,200.0,0.0,NaN,NaN,50.0,42000.0,1200.0,800.0,1400.0,79000.0,200.0,3800.0,500.0,0.0,NaN,NaN,NaN,128900.0
SW,34.408043,-119.68485,1.0,20081103.0,2008-11-03T18:30:00Z,18.3,NaN,NaN,188.0,4.732,NaN,4.732,0.763,NaN,0.763,0.724,6.248,0.335,1.212,6.437,0.877,200.0,0.0,NaN,NaN,50.0,150.0,0.0,100.0,10500.0,10200.0,0.0,100.0,0.0,0.0,NaN,NaN,NaN,21050.0
SW,34.408043,-119.68485,1.0,20081111.0,2008-11-11T17:45:00Z,15.2,NaN,NaN,188.0,1.09,NaN,1.09,0.576,NaN,0.576,1.098,11.197,0.338,10.751,4.069,10.413,200.0,0.0,NaN,NaN,50.0,5500.0,0.0,0.0,2000.0,80.0,1250.0,450.0,0.0,0.0,NaN,NaN,NaN,9280.0
SW,34.408043,-119.68485,1.0,20081118.0,2008-11-18T18:00:00Z,15.9,NaN,NaN,188.0,3.774,NaN,3.774,1.563,NaN,1.563,0.482,6.773,0.321,2.595,3.323,2.274,200.0,0.0,NaN,NaN,50.0,27500.0,0.0,300.0,3000.0,2000.0,4500.0,24500.0,400.0,0.0,NaN,NaN,NaN,62200.0
SW,34.408043,-119.68485,1.0,20081126.0,2008-11-26T18:15:00Z,16.6,NaN,NaN,188.0,10.776,NaN,10.776,1.594,NaN,1.594,1.269,8.93,0.66,3.252,7.223,2.592,200.0,0.0,NaN,NaN,50.0,9500.0,0.0,1400.0,5000.0,3500.0,1800.0,200.0,300.0,0.0,NaN,NaN,NaN,21700.0
SW,34.408043,-119.68485,1.0,20081202.0,2008-12-02T18:30:00Z,16.4,NaN,NaN,188.0,5.142,NaN,5.142,1.671,NaN,1.671,0.517,3.808,0.236,0.371,1.19,0.135,200.0,0.0,NaN,NaN,50.0,15600.0,0.0,2500.0,14500.0,4000.0,1150.0,450.0,600.0,0.0,NaN,NaN,NaN,38800.0
SW,34.408043,-119.68485,1.0,20081208.0,2008-12-08T16:45:00Z,15.2,NaN,NaN,188.0,4.431,NaN,4.431,1.409,NaN,1.409,0.766,7.173,0.494,1.288,5.815,0.795,200.0,0.0,NaN,NaN,50.0,10800.0,0.0,300.0,1000.0,2000.0,5700.0,5800.0,150.0,0.0,NaN,NaN,NaN,25750.0
SW,34.408043,-119.68485,1.0,20081215.0,2008-12-15T17:00:00Z,12.8,NaN,NaN,188.0,1.032,NaN,1.032,1.598,NaN,1.598,2.346,14.134,1.71,10.026,5.782,8.315,200.0,0.07,NaN,NaN,50.0,3000.0,0.0,0.0,800.0,900.0,400.0,3100.0,0.0,0.0,NaN,NaN,NaN,8200.0
SW,34.408043,-119.68485,1.0,20081231.0,2008-12-31T16:30:00Z,12.1,NaN,NaN,188.0,3.364,NaN,3.364,0.812,NaN,0.812,0.788,6.269,0.468,4.322,2.731,3.854,200.0,0.0,NaN,NaN,50.0,100.0,0.0,80.0,0.0,600.0,4600.0,4400.0,0.0,0.0,NaN,NaN,NaN,9780.0
SW,34.408043,-119.68485,1.0,20090105.0,2009-01-05T17:00:00Z,12.4,NaN,NaN,188.0,1.832,NaN,1.832,1.558,NaN,1.558,1.056,6.256,0.329,2.248,3.761,1.919,200.0,0.0,NaN,NaN,50.0,80.0,500.0,500.0,550.0,11000.0,200.0,5800.0,100.0,0.0,NaN,NaN,NaN,18730.0
SW,34.408043,-119.68485,1.0,20090112.0,2009-01-12T16:30:00Z,13.0,NaN,NaN,188.0,0.979,NaN,0.979,0.653,NaN,0.653,0.616,6.21,0.237,2.591,2.45,2.354,200.0,0.0,NaN,NaN,50.0,100.0,0.0,0.0,100.0,1500.0,0.0,3100.0,200.0,0.0,NaN,NaN,NaN,5000.0
SW,34.408043,-119.68485,1.0,20090120.0,2009-01-20T16:30:00Z,13.2,NaN,NaN,188.0,3.856,NaN,3.856,1.732,NaN,1.732,0.789,7.093,0.349,1.902,3.407,1.554,200.0,0.0,NaN,NaN,50.0,100.0,1200.0,1000.0,100.0,18900.0,1100.0,1500.0,1300.0,0.0,NaN,NaN,NaN,25200.0
SW,34.408043,-119.68485,1.0,20090126.0,2009-01-26T17:15:00Z,13.9,NaN,NaN,188.0,0.926,NaN,0.926,0.761,NaN,0.761,0.632,5.286,0.2,1.515,2.64,1.315,200.0,0.0,NaN,NaN,50.0,0.0,0.0,100.0,0.0,11900.0,300.0,0.0,250.0,0.0,NaN,NaN,NaN,12550.0
SW,34.408043,-119.68485,1.0,20090202.0,2009-02-02T16:45:00Z,13.2,NaN,NaN,188.0,1.77,NaN,1.77,0.954,NaN,0.954,0.796,7.276,0.362,3.549,3.183,3.187,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,0.0,4400.0,8200.0,0.0,0.0,0.0,NaN,NaN,NaN,12600.0
SW,34.408043,-119.68485,1.0,20090209.0,2009-02-09T15:25:00Z,12.4,NaN,NaN,188.0,1.034,NaN,1.034,0.927,NaN,0.927,0.584,6.101,0.3,1.488,3.65,1.189,200.0,0.0,NaN,NaN,50.0,0.0,0.0,80.0,0.0,3400.0,750.0,300.0,60.0,0.0,NaN,NaN,NaN,4590.0
SW,34.408043,-119.68485,1.0,20090217.0,2009-02-17T16:45:00Z,12.1,NaN,NaN,188.0,1.778,NaN,1.778,1.178,NaN,1.178,0.958,11.389,0.647,7.678,3.233,7.031,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,0.0,2600.0,3500.0,550.0,100.0,0.0,NaN,NaN,NaN,6750.0
SW,34.408043,-119.68485,1.0,20090223.0,2009-02-23T17:00:00Z,13.9,NaN,NaN,188.0,7.33,NaN,7.33,1.775,NaN,1.775,0.567,8.594,0.325,3.652,2.815,3.327,200.0,0.0,NaN,NaN,50.0,0.0,0.0,380.0,0.0,44140.0,3620.0,660.0,2440.0,0.0,NaN,NaN,NaN,51240.0
SW,34.408043,-119.68485,1.0,20090302.0,2009-03-02T16:00:00Z,14.2,NaN,NaN,188.0,2.262,NaN,2.262,0.793,NaN,0.793,0.862,9.243,0.4,3.88,4.123,3.48,200.0,0.0,NaN,NaN,50.0,0.0,0.0,100.0,0.0,9600.0,7800.0,2600.0,1600.0,0.0,NaN,NaN,NaN,21700.0
SW,34.408043,-119.68485,1.0,20090309.0,2009-03-09T15:25:00Z,13.2,NaN,NaN,188.0,10.395,NaN,10.395,2.07,NaN,2.07,0.362,3.748,0.0,0.31,0.339,0.31,200.0,0.09,NaN,NaN,50.0,0.0,0.0,720.0,0.0,87800.0,74800.0,37100.0,720.0,0.0,NaN,NaN,NaN,201140.0
SW,34.408043,-119.68485,1.0,20090317.0,2009-03-17T16:15:00Z,14.8,NaN,NaN,188.0,1.677,NaN,1.677,0.56,NaN,0.56,0.824,5.754,0.222,1.069,3.729,0.847,200.0,0.17,NaN,NaN,50.0,0.0,0.0,0.0,0.0,7400.0,19300.0,10800.0,0.0,0.0,NaN,NaN,NaN,37500.0
SW,34.408043,-119.68485,1.0,20090323.0,2009-03-23T15:45:00Z,10.0,NaN,NaN,188.0,1.017,NaN,1.017,1.58,NaN,1.58,1.338,17.175,0.303,11.236,3.915,10.933,200.0,0.22,NaN,NaN,50.0,0.0,0.0,0.0,0.0,100.0,0.0,9600.0,0.0,0.0,NaN,NaN,NaN,9700.0
SW,34.408043,-119.68485,1.0,20090331.0,2009-03-31T15:30:00Z,12.9,NaN,NaN,188.0,1.855,NaN,1.855,1.161,NaN,1.161,1.027,7.997,0.202,4.026,3.883,3.824,200.0,1.12,NaN,NaN,50.0,0.0,0.0,0.0,0.0,1500.0,800.0,30600.0,400.0,0.0,NaN,NaN,NaN,33300.0
SW,34.408043,-119.68485,1.0,20090406.0,2009-04-06T16:00:00Z,13.6,NaN,NaN,188.0,1.124,NaN,1.124,1.393,NaN,1.393,0.935,8.063,0.213,4.185,8.145,3.972,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,0.0,1600.0,1200.0,4200.0,60.0,0.0,NaN,NaN,NaN,7060.0
SW,34.408043,-119.68485,1.0,20090413.0,2009-04-13T16:20:00Z,14.6,NaN,NaN,188.0,0.935,NaN,0.935,0.753,NaN,0.753,1.061,11.43,0.267,5.116,7.195,4.849,200.0,0.0,NaN,NaN,50.0,0.0,0.0,60.0,0.0,900.0,1500.0,2500.0,0.0,0.0,NaN,NaN,NaN,4960.0
SW,34.408043,-119.68485,1.0,20090421.0,2009-04-21T16:00:00Z,14.5,NaN,NaN,188.0,3.439,NaN,3.439,2.568,NaN,2.568,1.018,18.652,0.355,10.4,8.214,10.044,200.0,0.51,NaN,NaN,50.0,0.0,0.0,0.0,0.0,500.0,7300.0,10600.0,0.0,0.0,NaN,NaN,NaN,18400.0
SW,34.408043,-119.68485,1.0,20090427.0,2009-04-27T15:30:00Z,13.1,NaN,NaN,188.0,2.493,NaN,2.493,1.12,NaN,1.12,1.108,15.85,0.37,9.979,3.338,9.609,200.0,1.26,NaN,NaN,50.0,0.0,0.0,0.0,0.0,0.0,1700.0,27200.0,0.0,0.0,NaN,NaN,NaN,28900.0
SW,34.408043,-119.68485,1.0,20090504.0,2009-05-04T15:45:00Z,15.2,NaN,NaN,188.0,3.784,NaN,3.784,2.512,NaN,2.512,0.481,0.0,0.136,1.016,9.423,0.88,200.0,0.22,NaN,NaN,50.0,0.0,0.0,140.0,0.0,4800.0,0.0,5300.0,120.0,0.0,NaN,NaN,NaN,10360.0
SW,34.408043,-119.68485,1.0,20090511.0,2009-05-11T15:30:00Z,15.2,NaN,NaN,188.0,2.582,NaN,2.582,1.48,NaN,1.48,0.509,1.271,0.121,1.743,6.822,1.622,200.0,0.18,NaN,NaN,50.0,0.0,0.0,400.0,0.0,2100.0,0.0,12500.0,80.0,0.0,NaN,NaN,NaN,15080.0
SW,34.408043,-119.68485,1.0,20090518.0,2009-05-18T15:20:00Z,16.0,NaN,NaN,188.0,4.796,NaN,4.796,3.898,NaN,3.898,1.248,1.641,0.295,0.712,1.957,0.416,200.0,0.38,NaN,NaN,50.0,0.0,0.0,0.0,0.0,11600.0,87100.0,6900.0,600.0,0.0,NaN,NaN,NaN,106200.0
SW,34.408043,-119.68485,1.0,20090525.0,2009-05-25T15:15:00Z,14.2,NaN,NaN,188.0,3.686,NaN,3.686,0.9,NaN,0.9,0.786,5.399,0.275,2.675,5.446,2.4,200.0,0.0,NaN,NaN,50.0,0.0,0.0,80.0,0.0,3600.0,449200.0,2400.0,400.0,0.0,NaN,NaN,NaN,455680.0
SW,34.408043,-119.68485,1.0,20090601.0,2009-06-01T15:30:00Z,14.6,NaN,NaN,188.0,1.843,NaN,1.843,1.834,NaN,1.834,1.367,11.433,0.419,4.633,9.243,4.213,200.0,0.042,NaN,NaN,50.0,0.0,0.0,60.0,0.0,200.0,47100.0,2800.0,0.0,0.0,NaN,NaN,NaN,50160.0
SW,34.408043,-119.68485,1.0,20090608.0,2009-06-08T15:45:00Z,16.5,NaN,NaN,188.0,4.307,NaN,4.307,1.37,NaN,1.37,0.51,4.89,0.194,0.284,0.911,0.09,200.0,0.0,NaN,NaN,50.0,0.0,0.0,400.0,0.0,23100.0,25100.0,600.0,7000.0,0.0,NaN,NaN,NaN,56200.0
SW,34.408043,-119.68485,1.0,20090615.0,2009-06-15T16:00:00Z,16.4,NaN,NaN,188.0,2.503,NaN,2.503,0.725,NaN,0.725,0.33,4.99,0.0,0.313,1.29,0.313,200.0,0.13,NaN,NaN,50.0,0.0,0.0,300.0,0.0,9000.0,99400.0,0.0,0.0,0.0,NaN,NaN,NaN,108700.0
SW,34.408043,-119.68485,1.0,20090622.0,2009-06-22T15:45:00Z,16.5,NaN,NaN,188.0,2.73,NaN,2.73,0.894,NaN,0.894,0.425,4.024,0.141,0.508,1.303,0.367,200.0,1.5,NaN,NaN,50.0,0.0,0.0,0.0,0.0,23800.0,399200.0,0.0,0.0,0.0,NaN,NaN,NaN,423000.0
SW,34.408043,-119.68485,1.0,20090629.0,2009-06-29T15:45:00Z,16.5,NaN,NaN,188.0,5.184,NaN,5.184,1.487,NaN,1.487,0.991,9.136,0.347,1.716,4.1,1.369,200.0,0.057,NaN,NaN,50.0,0.0,0.0,0.0,0.0,2000.0,190000.0,0.0,0.0,0.0,NaN,NaN,NaN,192000.0
SW,34.408043,-119.68485,1.0,20090706.0,2009-07-06T16:45:00Z,15.2,NaN,NaN,188.0,17.082,NaN,17.082,4.44,NaN,4.44,0.474,0.0,0.247,0.457,0.844,0.21,200.0,0.2,NaN,NaN,50.0,0.0,0.0,0.0,0.0,1100.0,539800.0,0.0,0.0,0.0,NaN,NaN,NaN,540900.0
SW,34.408043,-119.68485,1.0,20090713.0,2009-07-13T17:15:00Z,19.2,NaN,NaN,188.0,1.891,NaN,1.891,0.815,NaN,0.815,0.454,3.061,0.0,0.706,1.526,0.706,200.0,0.0,NaN,NaN,50.0,0.0,0.0,200.0,0.0,12500.0,8800.0,0.0,0.0,0.0,NaN,NaN,NaN,21500.0
SW,34.408043,-119.68485,1.0,20090722.0,2009-07-22T16:15:00Z,15.2,NaN,NaN,188.0,8.099,NaN,8.099,1.661,NaN,1.661,0.535,7.594,0.132,0.896,0.931,0.764,200.0,0.0,NaN,NaN,50.0,0.0,0.0,6400.0,0.0,30400.0,11100.0,0.0,17200.0,0.0,NaN,NaN,NaN,65100.0
SW,34.408043,-119.68485,1.0,20090727.0,2009-07-27T13:53:00Z,17.0,NaN,NaN,188.0,5.64,NaN,5.64,1.221,NaN,1.221,0.875,9.938,0.245,1.136,3.234,0.892,200.0,0.0,NaN,NaN,50.0,0.0,14700.0,100.0,0.0,18000.0,1400.0,5000.0,14300.0,0.0,NaN,NaN,NaN,53500.0
SW,34.408043,-119.68485,1.0,20090803.0,2009-08-03T16:31:00Z,16.0,NaN,NaN,188.0,1.528,NaN,1.528,1.883,NaN,1.883,0.543,1.748,0.203,0.667,3.795,0.464,200.0,0.059,NaN,NaN,50.0,0.0,0.0,0.0,0.0,1700.0,93100.0,49200.0,400.0,0.0,NaN,NaN,NaN,144400.0
SW,34.408043,-119.68485,1.0,20090810.0,2009-08-10T16:59:00Z,17.0,NaN,NaN,188.0,1.528,NaN,1.528,1.182,NaN,1.182,0.696,5.662,0.21,1.395,3.374,1.184,200.0,0.0,NaN,NaN,50.0,0.0,2000.0,200.0,0.0,14700.0,0.0,16600.0,3200.0,0.0,NaN,NaN,NaN,36700.0
SW,34.408043,-119.68485,1.0,20090817.0,2009-08-17T18:03:00Z,16.5,NaN,NaN,188.0,1.23,NaN,1.23,0.665,NaN,0.665,0.206,1.53,0.0,0.5,1.125,0.5,200.0,0.0,NaN,NaN,50.0,0.0,1100.0,0.0,0.0,4200.0,24600.0,50200.0,800.0,0.0,NaN,NaN,NaN,80900.0
SW,34.408043,-119.68485,1.0,20090824.0,2009-08-24T16:45:00Z,17.0,NaN,NaN,188.0,1.019,NaN,1.019,1.464,NaN,1.464,0.449,4.462,0.203,0.756,1.271,0.554,200.0,0.0,NaN,NaN,50.0,0.0,0.0,200.0,0.0,30700.0,5600.0,21000.0,1300.0,0.0,NaN,NaN,NaN,58800.0
SW,34.408043,-119.68485,1.0,20090831.0,2009-08-31T16:25:00Z,17.2,NaN,NaN,188.0,1.88,NaN,1.88,0.584,NaN,0.584,0.287,2.4,0.11,0.438,1.019,0.328,200.0,0.0,NaN,NaN,50.0,0.0,1700.0,200.0,0.0,22700.0,62200.0,500.0,4800.0,0.0,NaN,NaN,NaN,92100.0
SW,34.408043,-119.68485,1.0,20090908.0,2009-09-08T15:45:00Z,19.8,NaN,NaN,188.0,2.056,NaN,2.056,0.541,NaN,0.541,0.259,1.122,0.1,0.23,1.173,0.13,200.0,0.0,NaN,NaN,50.0,0.0,0.0,300.0,0.0,8900.0,0.0,0.0,900.0,0.0,NaN,NaN,NaN,10100.0
SW,34.408043,-119.68485,1.0,20090921.0,2009-09-21T15:15:00Z,18.0,NaN,NaN,188.0,3.637,NaN,3.637,1.158,NaN,1.158,0.702,5.254,0.22,0.614,2.892,0.395,200.0,0.0,NaN,NaN,50.0,0.0,800.0,0.0,3700.0,17300.0,0.0,0.0,5700.0,0.0,NaN,NaN,NaN,27500.0
SW,34.408043,-119.68485,1.0,20090928.0,2009-09-28T16:20:00Z,18.0,NaN,NaN,188.0,5.148,NaN,5.148,0.86,NaN,0.86,0.433,5.624,0.136,0.472,1.667,0.335,200.0,0.0,NaN,NaN,50.0,0.0,3300.0,200.0,14300.0,23000.0,0.0,0.0,12000.0,0.0,NaN,NaN,NaN,52800.0
SW,34.408043,-119.68485,1.0,20091005.0,2009-10-05T17:15:00Z,17.0,NaN,NaN,188.0,0.467,NaN,0.467,0.428,NaN,0.428,1.31,13.475,0.148,2.058,6.75,1.91,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,2000.0,1100.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,3100.0
SW,34.408043,-119.68485,1.0,20091012.0,2009-10-12T16:30:00Z,16.0,NaN,NaN,188.0,2.811,NaN,2.811,0.525,NaN,0.525,0.501,3.052,0.0,0.693,1.314,0.693,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,18300.0,1100.0,11900.0,100.0,100.0,0.0,NaN,NaN,NaN,31500.0
SW,34.408043,-119.68485,1.0,20091019.0,2009-10-19T15:50:00Z,18.0,NaN,NaN,188.0,7.449,NaN,7.449,-0.323,NaN,-0.323,0.781,4.013,0.0,0.504,2.424,0.504,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,43300.0,4600.0,0.0,0.0,1200.0,0.0,NaN,NaN,NaN,49100.0
SW,34.408043,-119.68485,1.0,20091026.0,2009-10-26T15:00:00Z,17.5,NaN,NaN,188.0,3.443,NaN,3.443,0.821,NaN,0.821,1.169,7.297,0.3,1.308,7.234,1.008,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,20600.0,3600.0,0.0,0.0,800.0,0.0,NaN,NaN,NaN,25000.0
SW,34.408043,-119.68485,1.0,20091102.0,2009-11-02T15:25:00Z,14.8,NaN,NaN,188.0,2.214,NaN,2.214,0.231,NaN,0.231,0.395,1.903,0.0,0.421,0.935,0.421,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,4100.0,700.0,16000.0,0.0,0.0,0.0,NaN,NaN,NaN,20800.0
SW,34.408043,-119.68485,1.0,20091109.0,2009-11-09T16:20:00Z,16.1,NaN,NaN,188.0,4.55,NaN,4.55,1.022,NaN,1.022,0.888,6.647,0.373,0.713,2.604,0.34,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,80700.0,4000.0,300.0,600.0,200.0,0.0,NaN,NaN,NaN,85800.0
SW,34.408043,-119.68485,1.0,20091116.0,2009-11-16T16:10:00Z,15.2,NaN,NaN,188.0,3.9,NaN,3.9,0.231,NaN,0.231,0.49,5.08,0.161,0.792,0.74,0.631,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,43400.0,2900.0,2600.0,1300.0,700.0,0.0,NaN,NaN,NaN,50900.0
SW,34.408043,-119.68485,1.0,20091123.0,2009-11-23T17:45:00Z,16.0,NaN,NaN,188.0,5.376,NaN,5.376,1.125,NaN,1.125,0.639,5.677,0.304,0.665,3.065,0.36,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,56400.0,2000.0,500.0,0.0,800.0,0.0,NaN,NaN,NaN,59700.0
SW,34.408043,-119.68485,1.0,20091130.0,2009-11-30T17:30:00Z,16.5,NaN,NaN,188.0,0.959,NaN,0.959,0.621,NaN,0.621,0.68,5.108,0.554,2.774,2.727,2.219,200.0,0.0,NaN,NaN,50.0,0.0,0.0,0.0,4300.0,400.0,700.0,400.0,0.0,0.0,NaN,NaN,NaN,5800.0
SW,34.408043,-119.68485,1.0,20091207.0,2009-12-07T18:45:00Z,NaN,NaN,NaN,188.0,2.249,NaN,2.249,0.527,NaN,0.527,0.728,5.806,0.268,2.151,2.678,1.883,200.0,0.0,NaN,NaN,50.0,200.0,0.0,0.0,16200.0,800.0,2200.0,1700.0,300.0,0.0,NaN,NaN,NaN,21400.0
