Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
HAB_MWII,36.603683,-121.889275,5.0,11012,2011-01-12T17:30:00Z,11.3,NaN,NaN,25.0,NaN,NaN,5.2674,NaN,NaN,NaN,1.64,16.76,NaN,11.61,NaN,NaN,50.0,9.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11021,2011-01-21T17:30:00Z,10.5,NaN,NaN,25.0,NaN,NaN,6.672,NaN,NaN,NaN,0.99,11.43,NaN,9.64,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11026,2011-01-26T17:30:00Z,10.9,NaN,NaN,25.0,NaN,NaN,8.28,NaN,NaN,NaN,0.98,11.24,NaN,9.29,NaN,NaN,50.0,4.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11032,2011-02-01T17:30:00Z,11.83,NaN,NaN,25.0,NaN,NaN,2.831,NaN,NaN,NaN,0.76,8.2,NaN,5.5,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11040,2011-02-09T17:30:00Z,11.38,NaN,NaN,25.0,NaN,NaN,10.994,NaN,NaN,NaN,0.48,2.6,NaN,0.34,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,842.0,6479.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11047,2011-02-16T17:30:00Z,11.2,NaN,NaN,25.0,NaN,NaN,24.045,NaN,NaN,NaN,0.84,9.59,NaN,6.96,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428.0,14272.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11054,2011-02-23T17:30:00Z,12.05,NaN,NaN,25.0,NaN,NaN,7.648,NaN,NaN,NaN,0.73,7.12,NaN,4.38,NaN,NaN,50.0,1.0606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,17429.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11062,2011-03-03T17:30:00Z,12.05,NaN,NaN,25.0,NaN,NaN,8.885,NaN,NaN,NaN,0.73,7.96,NaN,6.14,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1942.0,25553.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11068,2011-03-09T17:30:00Z,13.0,NaN,NaN,25.0,NaN,NaN,16.82,NaN,NaN,NaN,0.56,4.68,NaN,1.59,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,98965.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11075,2011-03-16T16:30:00Z,12.75,NaN,NaN,25.0,NaN,NaN,40.312,NaN,NaN,NaN,0.52,10.09,NaN,2.67,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.0,26579.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11082,2011-03-23T16:30:00Z,11.65,NaN,NaN,25.0,NaN,NaN,12.936,NaN,NaN,NaN,0.63,6.6,NaN,3.59,NaN,NaN,50.0,0.0716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,6246.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11091,2011-04-01T16:30:00Z,14.55,NaN,NaN,25.0,NaN,NaN,8.32,NaN,NaN,NaN,0.63,9.01,NaN,3.51,NaN,NaN,50.0,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1293.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11096,2011-04-06T16:30:00Z,13.5,NaN,NaN,25.0,NaN,NaN,22.701,NaN,NaN,NaN,0.56,8.39,NaN,4.31,NaN,NaN,50.0,0.0027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11103,2011-04-13T16:30:00Z,13.7,NaN,NaN,25.0,NaN,NaN,14.069,NaN,NaN,NaN,0.5,5.83,NaN,1.96,NaN,NaN,50.0,6.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428.0,1715.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11110,2011-04-20T16:30:00Z,12.9,NaN,NaN,25.0,NaN,NaN,11.074,NaN,NaN,NaN,0.62,5.13,NaN,2.0,NaN,NaN,50.0,9.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2122.0,11789.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11117,2011-04-27T16:30:00Z,11.9,NaN,NaN,25.0,NaN,NaN,8.276,NaN,NaN,NaN,0.48,3.83,NaN,1.29,NaN,NaN,50.0,0.0031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4192.0,7910.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11124,2011-05-04T16:30:00Z,13.55,NaN,NaN,25.0,NaN,NaN,7.7514,NaN,NaN,NaN,0.74,9.64,NaN,2.39,NaN,NaN,50.0,6.0E-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1529.0,2637.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11131,2011-05-11T16:30:00Z,11.5,NaN,NaN,25.0,NaN,NaN,5.075,NaN,NaN,NaN,1.33,22.48,NaN,12.68,NaN,NaN,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1655.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11166,2011-06-15T16:30:00Z,14.8,NaN,NaN,25.0,NaN,NaN,3.654,NaN,NaN,NaN,0.79,7.02,NaN,1.56,NaN,NaN,50.0,0.0025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,420.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11179,2011-06-28T16:30:00Z,14.6,NaN,NaN,25.0,NaN,NaN,9.026,NaN,NaN,NaN,0.59,3.82,NaN,1.25,NaN,NaN,50.0,0.0158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4238.0,14082.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11341,2011-12-07T17:27:00Z,10.1,NaN,NaN,25.0,NaN,NaN,23.23,NaN,NaN,NaN,1.16,10.15,NaN,8.91,NaN,NaN,50.0,NaN,NaN,NaN,NaN,6238.0,0.0,0.0,0.0,0.0,1216.0,66358.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11348,2011-12-14T19:05:00Z,12.0,NaN,NaN,25.0,NaN,NaN,7.75,NaN,NaN,NaN,0.81,5.52,NaN,5.16,NaN,NaN,50.0,7.0E-4,NaN,NaN,NaN,412.0,0.0,0.0,0.0,0.0,0.0,1234.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11355,2011-12-21T18:15:00Z,11.9,NaN,NaN,25.0,NaN,NaN,6.33,NaN,NaN,NaN,1.19,10.42,NaN,7.79,NaN,NaN,50.0,4.0E-4,NaN,NaN,NaN,133.0,0.0,0.0,0.0,0.0,0.0,1717.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,11362,2011-12-28T17:43:00Z,12.1,NaN,NaN,25.0,NaN,NaN,12.26,NaN,NaN,NaN,0.96,8.55,NaN,5.75,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,166.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12004,2012-01-04T17:31:00Z,11.7,NaN,NaN,25.0,NaN,NaN,9.98,NaN,NaN,NaN,0.95,8.73,NaN,7.46,NaN,NaN,50.0,NaN,NaN,NaN,NaN,0.0,0.0,30.0,0.0,0.0,375.0,375.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12013,2012-01-13T17:10:00Z,11.4,NaN,NaN,25.0,NaN,NaN,7.0,NaN,NaN,NaN,1.07,9.66,NaN,8.04,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,386.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12018,2012-01-18T17:25:00Z,11.1,NaN,NaN,25.0,NaN,NaN,7.26,NaN,NaN,NaN,0.88,6.97,NaN,4.14,NaN,NaN,50.0,5.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12025,2012-01-25T17:30:00Z,12.0,NaN,NaN,25.0,NaN,NaN,5.39,NaN,NaN,NaN,1.13,11.71,NaN,8.77,NaN,NaN,50.0,2.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12032,2012-02-01T17:34:00Z,12.1,NaN,NaN,25.0,NaN,NaN,7.26,NaN,NaN,NaN,1.2,11.75,NaN,9.1,NaN,NaN,50.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,365.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12039,2012-02-08T17:00:00Z,12.3,NaN,NaN,25.0,NaN,NaN,6.0,NaN,NaN,NaN,0.91,8.59,NaN,6.15,NaN,NaN,50.0,5.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,179.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12046,2012-02-15T16:30:00Z,11.4,NaN,NaN,25.0,NaN,NaN,4.2,NaN,NaN,NaN,1.23,11.9,NaN,7.75,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12053,2012-02-22T17:40:00Z,12.9,NaN,NaN,25.0,NaN,NaN,3.72,NaN,NaN,NaN,1.31,11.8,NaN,8.3,NaN,NaN,50.0,2.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12060,2012-02-29T17:40:00Z,10.3,NaN,NaN,25.0,NaN,NaN,6.28,NaN,NaN,NaN,2.81,33.95,NaN,31.04,NaN,NaN,50.0,2.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,180.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12067,2012-03-07T17:20:00Z,10.1,NaN,NaN,25.0,NaN,NaN,21.73,NaN,NaN,NaN,1.21,7.46,NaN,3.47,NaN,NaN,50.0,7.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,1006.0,2346.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12074,2012-03-14T16:41:00Z,11.8,NaN,NaN,25.0,NaN,NaN,9.17,NaN,NaN,NaN,1.45,12.25,NaN,11.16,NaN,NaN,50.0,2.0E-4,NaN,NaN,NaN,0.0,0.0,342.0,0.0,0.0,0.0,100.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12081,2012-03-21T16:19:00Z,13.3,NaN,NaN,25.0,NaN,NaN,5.48,NaN,NaN,NaN,1.47,14.15,NaN,10.67,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12095,2012-04-04T16:22:00Z,11.7,NaN,NaN,25.0,NaN,NaN,6.74,NaN,NaN,NaN,1.41,16.4,NaN,12.56,NaN,NaN,50.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12102,2012-04-11T16:11:00Z,11.9,NaN,NaN,25.0,NaN,NaN,7.11,NaN,NaN,NaN,1.18,10.45,NaN,8.75,NaN,NaN,50.0,2.0E-4,NaN,NaN,NaN,100.0,0.0,100.0,0.0,0.0,0.0,189.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12109,2012-04-18T16:50:00Z,13.5,NaN,NaN,25.0,NaN,NaN,3.88,NaN,NaN,NaN,0.85,3.62,NaN,1.73,NaN,NaN,50.0,3.0E-4,NaN,NaN,NaN,100.0,0.0,0.0,0.0,50.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12116,2012-04-25T16:16:00Z,13.2,NaN,NaN,25.0,NaN,NaN,20.37,NaN,NaN,NaN,0.91,6.87,NaN,4.73,NaN,NaN,50.0,0.0362,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,29073.0,21942.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12123,2012-05-02T16:25:00Z,13.0,NaN,NaN,25.0,NaN,NaN,17.01,NaN,NaN,NaN,0.72,7.28,NaN,4.4,NaN,NaN,50.0,0.1161,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,27059.0,48105.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12130,2012-05-09T16:15:00Z,13.2,NaN,NaN,25.0,NaN,NaN,26.77,NaN,NaN,NaN,0.24,1.38,NaN,0.56,NaN,NaN,50.0,0.4343,NaN,NaN,NaN,0.0,0.0,1.0,0.0,0.0,10561.0,37227.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12137,2012-05-16T17:05:00Z,11.7,NaN,NaN,25.0,NaN,NaN,13.82,NaN,NaN,NaN,1.14,10.35,NaN,8.12,NaN,NaN,50.0,0.2277,NaN,NaN,NaN,0.0,0.0,1.0,0.0,0.0,802.0,35648.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12144,2012-05-23T16:11:00Z,13.2,NaN,NaN,25.0,NaN,NaN,55.59,NaN,NaN,NaN,0.33,1.83,NaN,0.5,NaN,NaN,50.0,0.2131,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,9256.0,48233.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12158,2012-06-06T16:27:00Z,12.2,NaN,NaN,25.0,NaN,NaN,10.94,NaN,NaN,NaN,2.01,23.1,NaN,19.0,NaN,NaN,50.0,0.0196,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,7623.0,3892.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12165,2012-06-13T15:45:00Z,12.0,NaN,NaN,25.0,NaN,NaN,5.93,NaN,NaN,NaN,2.23,28.7,NaN,22.15,NaN,NaN,50.0,0.0032,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,6403.0,7191.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12172,2012-06-20T16:22:00Z,13.0,NaN,NaN,25.0,NaN,NaN,42.66,NaN,NaN,NaN,1.16,12.0,NaN,7.69,NaN,NaN,50.0,0.0011,NaN,NaN,NaN,100.0,0.0,100.0,0.0,0.0,4510.0,6203.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12179,2012-06-27T16:40:00Z,14.6,NaN,NaN,25.0,NaN,NaN,3.73,NaN,NaN,NaN,0.97,4.32,NaN,2.51,NaN,NaN,50.0,4.0E-4,NaN,NaN,NaN,0.0,0.0,0.0,100.0,0.0,493.0,1668.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12185,2012-07-03T16:43:00Z,15.9,NaN,NaN,25.0,NaN,NaN,22.12,NaN,NaN,NaN,0.73,3.38,NaN,1.21,NaN,NaN,50.0,0.0043,NaN,NaN,NaN,100.0,0.0,167.0,100.0,0.0,1003.0,4013.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12193,2012-07-11T16:22:00Z,13.5,NaN,NaN,25.0,NaN,NaN,21.42,NaN,NaN,NaN,0.73,6.52,NaN,1.63,NaN,NaN,50.0,0.0139,NaN,NaN,NaN,10.0,0.0,10.0,0.0,10.0,1028.0,25894.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12198,2012-07-16T16:40:00Z,13.0,NaN,NaN,25.0,NaN,NaN,26.34,NaN,NaN,NaN,1.34,11.9,NaN,7.77,NaN,NaN,50.0,0.0194,NaN,NaN,NaN,50.0,0.0,0.0,0.0,0.0,1779.0,15834.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12207,2012-07-25T16:44:00Z,13.9,NaN,NaN,25.0,NaN,NaN,19.99,NaN,NaN,NaN,0.83,4.47,NaN,5.47,NaN,NaN,50.0,1.2337,NaN,NaN,NaN,0.0,0.0,10.0,0.0,0.0,7106.0,150859.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12214,2012-08-01T16:45:00Z,14.8,NaN,NaN,25.0,NaN,NaN,9.41,NaN,NaN,NaN,0.47,10.64,NaN,5.86,NaN,NaN,50.0,0.8799,NaN,NaN,NaN,10.0,0.0,200.0,0.0,0.0,657.0,72370.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12221,2012-08-08T16:40:00Z,15.1,NaN,NaN,25.0,NaN,NaN,31.98,NaN,NaN,NaN,0.17,1.59,NaN,0.06,NaN,NaN,50.0,2.8745,NaN,NaN,NaN,200.0,0.0,1707.0,0.0,0.0,14221.0,196156.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12228,2012-08-15T16:10:00Z,14.8,NaN,NaN,25.0,NaN,NaN,40.16,NaN,NaN,NaN,0.15,1.61,NaN,1.77,NaN,NaN,50.0,2.3184,NaN,NaN,NaN,100.0,0.0,200.0,100.0,0.0,2106.0,208579.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12243,2012-08-30T17:55:00Z,14.7,NaN,NaN,25.0,NaN,NaN,9.71,NaN,NaN,NaN,0.12,3.88,NaN,0.79,NaN,NaN,50.0,0.5057,NaN,NaN,NaN,100.0,0.0,439.0,100.0,0.0,4172.0,42187.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12249,2012-09-05T16:55:00Z,14.6,NaN,NaN,25.0,NaN,NaN,9.57,NaN,NaN,NaN,0.18,2.84,NaN,1.18,NaN,NaN,50.0,0.0254,NaN,NaN,NaN,367.0,183.0,1649.0,0.0,183.0,2749.0,4215.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12256,2012-09-12T16:50:00Z,15.2,NaN,NaN,25.0,NaN,NaN,10.3,NaN,NaN,NaN,0.44,16.24,NaN,4.83,NaN,NaN,50.0,0.0924,NaN,NaN,NaN,189.0,0.0,755.0,0.0,0.0,4527.0,28860.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12263,2012-09-19T16:40:00Z,15.2,NaN,NaN,25.0,NaN,NaN,15.37,NaN,NaN,NaN,0.16,2.89,NaN,0.88,NaN,NaN,50.0,0.7385,NaN,NaN,NaN,183.0,0.0,916.0,733.0,183.0,4032.0,50399.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12270,2012-09-26T16:25:00Z,14.4,NaN,NaN,25.0,NaN,NaN,9.61,NaN,NaN,NaN,0.27,10.24,NaN,3.52,NaN,NaN,50.0,0.0959,NaN,NaN,NaN,0.0,0.0,190.0,570.0,0.0,948.0,14418.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12277,2012-10-03T16:34:00Z,16.1,NaN,NaN,25.0,NaN,NaN,14.88,NaN,NaN,NaN,0.19,8.14,NaN,2.09,NaN,NaN,50.0,0.0111,NaN,NaN,NaN,200.0,0.0,2186.0,6195.0,1822.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12284,2012-10-10T16:35:00Z,16.6,NaN,NaN,25.0,NaN,NaN,7.81,NaN,NaN,NaN,0.17,10.94,NaN,1.63,NaN,NaN,50.0,0.0032,NaN,NaN,NaN,100.0,0.0,190.0,772.0,385.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12291,2012-10-17T16:32:00Z,16.1,NaN,NaN,25.0,NaN,NaN,11.19,NaN,NaN,NaN,0.25,9.09,NaN,3.68,NaN,NaN,50.0,0.0015,NaN,NaN,NaN,0.0,0.0,424.0,0.0,182.0,0.0,100.0,NaN,NaN,NaN,NaN,NaN,NaN
HAB_MWII,36.603683,-121.889275,5.0,12298,2012-10-24T16:50:00Z,14.1,NaN,NaN,25.0,NaN,NaN,4.33,NaN,NaN,NaN,0.38,11.85,NaN,9.29,NaN,NaN,50.0,0.004,NaN,NaN,NaN,0.0,0.0,358.0,716.0,179.0,0.0,716.0,NaN,NaN,NaN,NaN,NaN,NaN
